,RPFs.DC1_t_bw_star_s.bam,RPFs.DC2_t_bw_star_s.bam,RPFs.DC3_t_bw_star_s.bam,RPFsRawCounts.DC1_t_bw_star_s.bam,RPFsRawCounts.DC2_t_bw_star_s.bam,RPFsRawCounts.DC3_t_bw_star_s.bam,mRNA.DC4_t_star_s.bam,mRNA.DC5_t_star_s.bam,mRNA.DC6_t_star_s.bam,mRNARawCounts.DC4_t_star_s.bam,mRNARawCounts.DC5_t_star_s.bam,mRNARawCounts.DC6_t_star_s.bam,TE.DC1_t_bw_star_s.bam,TE.DC2_t_bw_star_s.bam,TE.DC3_t_bw_star_s.bam
FBgn0031049,41.55528396,139.0036097,101.8413891,2,10,10,937.3323807,842.18997,829.152826,491,406,398,0.045352036,0.166040412,0.123882478
FBgn0031050,226.6873205,274.4235326,333.3316402,21,38,63,147.7780979,181.0526929,113.6455639,149,168,105,1.530381984,1.512878103,2.916219597
FBgn0031051,163.577544,90.56632534,85.7068305,58,48,62,415.6386478,331.9687993,324.0675621,1604,1179,1146,0.395012668,0.274999716,0.266734798
FBgn0031052,1004.957888,760.7421497,586.6946258,403,456,480,885.5400034,814.3500622,816.1091023,3865,3271,3264,1.134701067,0.934251661,0.71923642
FBgn0031053,14.44299504,6.441630695,14.15843702,3,2,6,53.9649411,46.14185106,26.54935357,122,96,55,0.280960822,0.157856141,0.55022841
FBgn0031054,30.33953943,187.7502553,156.1443731,4,37,42,140.7719839,101.4709119,120.9209001,202,134,159,0.221055942,1.841988636,1.288904306
FBgn0031055,13.75409233,18.4031324,0,2,4,0,11.37340002,8.925510488,8.274436744,18,13,12,1.192404053,1.954875009,0.10782326
FBgn0031057,531.8930922,507.8800306,471.6423525,110,157,199,1567.386532,1481.067298,1542.235119,3528,3068,3181,0.33977153,0.343358248,0.306267235
FBgn0031059,191.8411704,192.5142555,141.0461155,14,21,21,211.5139087,151.8534038,181.360609,168,111,132,0.907428467,1.266012079,0.778929816
FBgn0031060,17.62951441,11.79424567,0,2,2,0,51.02309201,85.36303772,87.49853943,63,97,99,0.358100868,0.148144924,0.011299622
FBgn0031061,131.9189124,148.9294766,327.3408109,16,27,81,72.72340115,79.02164845,115.7365067,96,96,140,1.80294059,1.873611448,2.812666065
FBgn0031062,799.5495722,880.6992465,716.5010499,99,163,181,233.741929,186.2558633,214.5909138,315,231,265,3.410339071,4.708526776,3.328067205
FBgn0031064,4.902589681,0,4.805998136,2,0,4,2.477445479,4.405100579,0.737347242,11,18,3,1.697392444,0.185010433,3.341875472
FBgn0031066,777.5420242,435.8265269,473.8141584,37,31,46,1782.13138,1586.1042,1753.075933,923,756,832,0.436615066,0.275234939,0.270691906
FBgn0031068,24.34736902,65.15411487,5.96691839,2,8,1,95.07292107,92.36839714,100.090106,85,76,82,0.263834687,0.708527906,0.068917906
FBgn0031069,95.160351,60.63125475,75.5168234,21,20,34,211.5028979,204.9381046,203.5494856,508,453,448,0.452513128,0.299270768,0.374074876
FBgn0031070,363.0090956,318.5502683,436.7336361,77,101,189,262.9246729,299.8154346,268.4913954,607,637,568,1.379215863,1.062280161,1.624295408
FBgn0031077,24.74248581,24.82929615,6.063751425,8,12,4,31.82637935,49.09511027,47.13594141,112,159,152,0.784201192,0.515605136,0.146745887
FBgn0031078,632.9826739,382.3222313,234.8900019,247,223,187,831.6324629,887.5379702,738.2199029,3532,3469,2873,0.761419597,0.431407823,0.31910667
FBgn0031090,290.5581161,326.0652227,215.9221672,62,104,94,563.6335514,476.7638061,456.2635822,1309,1019,971,0.51636697,0.684575136,0.47439196
FBgn0031091,13.2379707,13.28441683,19.46573137,2,3,6,103.3846854,97.13964841,119.4590838,170,147,180,0.136399038,0.145551946,0.169897784
FBgn0031092,58.64034766,0,114.9700138,4,0,16,41.75554037,24.88130983,57.32662928,31,17,39,1.394915072,0.038637921,1.988285886
FBgn0031093,325.7996055,129.5989045,215.7977389,37,22,50,330.8933258,274.2781407,297.5322082,409,312,337,0.984652538,0.474425264,0.726212224
FBgn0031094,30.31180677,30.41815738,59.42919815,2,3,8,22.28012793,48.41941957,33.43180026,16,32,22,1.345001491,0.635745172,1.755040332
FBgn0031097,8.703705145,0,25.59667039,1,0,6,3.998435032,18.24783047,8.726888447,5,21,10,1.941348659,0.051953907,2.734345164
FBgn0031098,107.163393,127.4540818,61.28035899,18,32,21,306.868762,274.6020017,228.6272429,561,462,383,0.351329548,0.466085446,0.271223737
FBgn0031099,19.90463181,6.658156096,48.78116955,2,1,10,14.63052818,32.78882588,44.90471261,16,33,45,1.337423251,0.226647594,1.084445729
FBgn0031100,3.577250982,0,0,1,0,0,2.629391581,2.499972459,1.793389697,8,7,5,1.261162065,0.285716534,0.357988003
FBgn0031107,90.62691287,68.99266932,20.423303,87,99,40,205.6791262,242.3157412,172.7542313,2149,2330,1654,0.443329302,0.287661904,0.123296583
FBgn0031114,994.5493411,883.9771973,821.7474344,140,186,236,385.746193,342.5572802,465.8341264,591,483,654,2.574167139,2.575923284,1.762397794
FBgn0031115,26.13855749,34.97368804,51.24714355,3,6,12,46.4305924,47.84216493,63.7732392,58,55,73,0.57217412,0.736529351,0.806616192
FBgn0031116,2.657992674,0,3.908436765,1,0,3,0,1.061454894,2.665072538,0,4,10,3.657992674,0.485094291,1.339246826
FBgn0031117,133.2258154,243.078628,148.4102054,11,30,25,258.1663034,227.3219244,184.5842088,232,188,152,0.51791384,1.069010909,0.80508038
FBgn0031118,226.8440938,138.9187622,48.75139363,130,119,57,499.2506071,451.2026698,458.920723,3114,2590,2623,0.455459905,0.309416046,0.108173846
FBgn0031119,20.53955813,37.78797418,27.6854665,4,11,11,68.88106134,68.69477036,80.3176435,146,134,156,0.308231697,0.55654067,0.352758212
FBgn0031126,32.87618962,36.6572639,18.79993388,6,10,7,262.2912598,223.1917627,177.454903,521,408,323,0.128664315,0.16796899,0.110952031
FBgn0031129,22.98067679,15.37420382,33.79186215,2,2,6,3.167159557,2.294302019,0,3,2,0,5.754681686,4.970462248,34.79186215
FBgn0031143,429.2701178,430.7762352,335.3350204,32,48,51,205.8320597,132.587825,106.2583396,167,99,79,2.080287352,3.232152594,3.135747037
FBgn0031144,112.3759343,99.10109477,77.61405677,22,29,31,58.19533723,69.86488916,75.28756027,124,137,147,1.915284878,1.412562638,1.030496407
FBgn0031145,819.4527873,872.9785121,1010.683464,184,293,463,744.720607,698.5058884,717.5914328,1820,1571,1607,1.100214718,1.249422666,1.4078702
FBgn0031148,1310.180356,1027.641945,996.4916298,174,204,270,857.174043,715.6596908,647.0203077,1239,952,857,1.527872309,1.435328313,1.539290695
FBgn0031149,1149.505131,926.0516345,1153.406408,191,230,391,1162.321117,1157.835961,1056.016855,2102,1927,1750,0.988983278,0.799985214,1.092136234
FBgn0031150,8.585031913,5.743435307,15.42912864,3,3,11,36.28403816,47.99740012,35.86624631,138,168,125,0.257081378,0.137628431,0.445641482
FBgn0031157,35.40332733,0,17.35290288,3,0,3,18.4326432,27.09807463,18.93206832,17,23,16,1.87330807,0.035589627,0.920772625
FBgn0031161,264.7316031,167.7855336,160.4900478,38,36,47,119.6960087,106.414644,111.7628403,187,153,160,2.201660237,1.57134565,1.432121144
FBgn0031170,75.8888244,118.4634647,75.52082812,33,77,67,173.2581238,162.0900511,148.9538243,820,706,646,0.441235236,0.732500014,0.510295943
FBgn0031174,120.3104203,208.6735189,176.91007,27,70,81,128.9632304,140.1321568,178.7124159,315,315,400,0.933421091,1.485653756,0.989970944
FBgn0031183,73.82808891,16.46380416,24.12450567,12,4,8,155.4493619,144.3430958,131.3939106,275,235,213,0.478289512,0.120155719,0.189770855
FBgn0031187,50.92173066,38.51044057,20.61849567,23,26,19,248.1709936,232.0878424,251.957004,1220,1050,1135,0.208377909,0.1695088,0.085463124
FBgn0031189,54.81176298,27.5020365,154.4790789,4,3,23,21.40319314,32.8331684,24.73099214,17,24,18,2.491241433,0.842428831,6.042482858
FBgn0031190,95.66856574,188.0082721,152.3984955,16,47,52,210.4088118,196.9930902,167.8659321,383,330,280,0.457258924,0.954620547,0.908404043
FBgn0031191,88.24661425,78.7166509,40.85098415,18,24,17,75.67469826,93.97547903,82.09132632,168,192,167,1.163964336,0.839339288,0.503674523
FBgn0031194,419.1714177,469.9766709,355.743987,108,181,187,203.9763444,194.9053067,213.257208,572,503,548,2.049853211,2.404103692,1.66502677
FBgn0031195,113.8687712,63.48238109,83.71898393,18,15,27,73.23497601,94.73515299,79.92045151,126,150,126,1.547367257,0.673549674,1.046941562
FBgn0031213,18.08130676,60.48248667,56.12937626,3,15,19,79.74196277,51.14642205,65.87040173,144,85,109,0.236324534,1.179035574,0.85432979
FBgn0031216,243.2293142,137.0288827,125.4932496,95,80,100,476.5929573,572.8249675,558.3503925,2026,2241,2175,0.511375451,0.240541786,0.226143132
FBgn0031217,502.7585587,511.5297714,718.7441558,48,73,140,99.12229056,136.986353,143.8778889,103,131,137,5.03143262,3.714351168,4.967936524
FBgn0031224,128.2474123,220.6240718,296.3415624,7,18,33,138.0321627,208.5178291,159.8177742,82,114,87,0.929622396,1.057781444,1.848934695
FBgn0031227,87.83109165,91.4036685,62.18378871,9,14,13,33.17594976,44.81788682,71.43053219,37,46,73,2.599228179,2.016759718,0.872336386
FBgn0031228,3213.85271,5101.567194,6258.104008,220,522,874,483.19414,510.4569316,612.2585023,360,350,418,6.63959442,9.976533466,10.20630612
FBgn0031229,1116.576337,1172.703299,1683.059851,93,146,286,721.438125,608.915398,681.3608204,654,508,566,1.546950941,1.924370664,2.467990249
FBgn0031231,128.5314597,171.976559,107.9992405,7,14,12,386.3338406,351.9657476,254.0655265,229,192,138,0.334418133,0.490066133,0.42733819
FBgn0031233,89.14278656,72.88970646,89.81388451,18,22,37,299.8575476,276.384244,272.6096968,659,559,549,0.299619495,0.26638033,0.331910329
FBgn0031238,136.6060416,142.7972201,121.3601146,16,25,29,232.9819325,230.9973449,233.7049042,297,271,273,0.588105415,0.619822697,0.521335994
FBgn0031239,10.97033102,19.08195643,1.075419194,5,13,1,43.74468878,61.11413986,57.85764212,217,279,263,0.267525182,0.323307325,0.035261677
FBgn0031244,137.0294074,38.19727292,201.4944508,12,5,36,104.9176134,63.84227188,83.58159379,100,56,73,1.303177092,0.604501844,2.3940723
FBgn0031245,67.19577832,84.28942292,123.5097697,8,15,30,68.68436347,126.6242021,125.485494,89,151,149,0.978638175,0.668285651,0.984379835
FBgn0031247,66.49956538,74.14764743,43.45958742,3,5,4,122.1981615,117.2900562,62.23158152,60,53,28,0.547894259,0.635282879,0.703123129
FBgn0031250,67.2639282,44.99995155,24.72700663,8,8,6,12.36027381,36.09511815,26.97723731,16,43,32,5.109470746,1.240054051,0.919569232
FBgn0031251,11.2131819,7.501682635,16.4883872,3,3,9,4.464438393,11.94112827,6.745829686,13,32,18,2.235029663,0.65695065,2.257781014
FBgn0031252,1564.203613,1565.141875,2193.407873,115,172,329,516.1326887,526.8839178,477.3300141,413,388,350,3.026696334,2.966830059,4.587644112
FBgn0031253,328.0326282,299.2577713,365.4200921,11,15,25,358.9314584,291.7683684,242.1946982,131,98,81,0.914153572,1.025581325,1.506694409
FBgn0031255,29.35911164,0,0,4,0,0,3.371854243,10.25885113,17.66238777,5,14,24,6.944218621,0.088819009,0.053583711
FBgn0031256,1515.427372,2012.749849,1720.421369,136,270,315,845.6528865,814.319946,758.614689,826,732,679,1.791085102,2.469889102,2.266177042
FBgn0031257,6.275760144,33.5881546,36.91268515,1,8,12,27.10067226,45.11143122,34.60861987,47,72,55,0.258917654,0.75009935,1.064705268
FBgn0031260,1871.998518,2063.867305,3487.656925,196,323,745,909.1280426,1159.500064,889.6524882,1036,1216,929,2.057950563,1.779290988,3.916967584
FBgn0031265,43.0663852,28.81165729,7.036314153,6,6,2,67.26717844,63.06052978,73.40786555,102,88,102,0.64549885,0.465367011,0.108003557
FBgn0031266,1087.312268,903.5298601,905.0714077,285,354,484,734.711057,786.5335578,813.6397777,2096,2065,2127,1.479265885,1.148560402,1.112235656
FBgn0031267,80.74947224,18.00728581,98.94816778,6,2,15,17.31140622,38.96495803,37.78346021,14,29,28,4.464401656,0.475598793,2.577082273
FBgn0031268,400.9115997,708.846387,1073.76706,28,74,153,327.571272,290.184627,383.3161404,249,203,267,1.223209799,2.437787992,2.796570186
FBgn0031270,288.6364114,622.2091946,723.0935609,27,87,138,102.1495743,93.91993797,96.46840904,104,88,90,2.807926387,6.565630025,7.429007696
FBgn0031281,329.4150656,289.2494816,275.8316695,48,63,82,180.9672498,189.1032857,187.8538593,287,276,273,1.815794139,1.526798869,1.46585127
FBgn0031282,23.64148047,31.6325705,30.90092337,3,6,8,13.756973,11.0146125,15.80296815,19,14,20,1.669819445,2.716073491,1.898529063
FBgn0031284,84.7181811,56.67694627,47.45660057,7,7,8,80.06209474,86.99591334,76.44945379,72,72,63,1.057438515,0.655450283,0.625654517
FBgn0031285,984.1578871,978.3113208,1071.055848,177,263,393,433.7256141,427.4349289,443.7719351,849,770,796,2.266160206,2.28578777,2.410349583
FBgn0031286,64.89455304,224.3099346,164.34131,6,31,31,67.57433451,46.43155446,55.30729596,68,43,51,0.96092151,4.750211904,2.936410055
FBgn0031287,493.6196746,694.338947,576.9509044,39,82,93,51.16775944,66.97172676,123.0990902,44,53,97,9.481328695,10.22982614,4.657172776
FBgn0031296,47.5428195,111.3224608,75.73495126,4,14,13,24.02500533,18.98596595,73.88765552,22,16,62,1.939772594,5.620066653,1.02466756
FBgn0031298,260.2147453,266.5678836,199.2874656,64,98,100,194.6280903,213.513552,202.2035889,521,526,496,1.33526195,1.247323916,0.985649253
FBgn0031304,42.97071755,82.13615739,72.21274651,7,20,24,75.5779719,101.1221472,96.63389231,134,165,157,0.574195378,0.814085482,0.749870202
FBgn0031309,248.9573318,310.9005661,545.050221,15,28,67,439.1794586,429.1619388,361.1175957,288,259,217,0.56785324,0.725077089,1.507936172
FBgn0031310,979.2321719,1043.737615,772.8324029,59,94,95,506.2763204,500.4127626,459.3016424,332,302,276,1.932343641,2.083588,1.681141955
FBgn0031312,182.4904215,61.04356635,115.0039082,14,7,18,88.62568969,76.78065683,58.81387674,74,59,45,2.047297178,0.797673469,1.93941464
FBgn0031313,82.36425598,97.48843152,83.84694569,13,23,27,23.28473438,117.6511412,56.53803217,40,186,89,3.432784344,0.830067292,1.474623697
FBgn0031314,534.0231764,472.5111795,557.276081,62,82,132,341.8755422,278.6128861,290.1769744,432,324,336,1.560400526,1.693452638,1.917308476
FBgn0031315,461.9969805,824.2096388,817.7264475,18,48,65,280.627006,281.8688541,342.2736984,119,110,133,1.64400775,2.917287029,2.385054408
FBgn0031317,9.206306663,55.43164492,54.14953591,1,9,12,32.14288861,57.90469246,25.84632036,38,63,28,0.307948616,0.95801612,2.054267965
FBgn0031318,997.5452716,868.2204436,320.4256088,206,268,135,308.7740071,298.2897504,332.5915569,694,617,685,3.223463714,2.904277352,0.963530408
FBgn0031319,67.05989201,112.1586254,45.19533434,16,40,22,78.94281298,100.843447,105.0601775,205,241,250,0.851357232,1.111103647,0.435557769
FBgn0031320,139.24884,93.15826802,185.2572455,14,14,38,63.97016334,83.41239841,64.82345303,70,84,65,2.158665343,1.115455428,2.829648657
FBgn0031321,127.0540866,77.91658277,202.3951284,12,11,39,35.99357512,64.47999572,48.83379531,37,61,46,3.461522337,1.205201404,4.081469756
FBgn0031322,15.82114342,0,0,2,0,0,0,4.738565572,1.586328482,0,6,2,16.82114342,0.174259575,0.386648489
FBgn0031344,21.05467721,77.47134515,46.43967341,2,11,9,43.52582135,29.42824723,71.77657965,45,28,68,0.49532331,2.578897975,0.651853572
FBgn0031351,515.1241414,624.625541,315.609431,32,58,40,81.34680203,86.78475821,61.33392764,55,54,38,6.267688953,7.126812829,5.079247257
FBgn0031356,147.7266544,145.8918667,313.7682644,21,31,91,100.8277406,111.6669012,112.8534408,156,159,160,1.460571093,1.30377125,2.764679418
FBgn0031357,293.8326787,210.6168618,257.1817357,14,15,25,115.7015504,119.4358452,155.7252487,60,57,74,2.526381849,1.757092015,1.647352535
FBgn0031359,27.43989789,27.53617225,36.98650034,4,6,11,44.12009197,77.39068947,76.34853937,70,113,111,0.630315601,0.364025019,0.491108179
FBgn0031360,560.1539966,683.9118481,734.4450039,40,73,107,531.3899895,576.0132006,484.419701,413,412,345,1.054028077,1.186995111,1.515070366
FBgn0031361,179.9225859,138.88758,298.48538,13,15,44,166.5825466,117.4489208,112.4042172,131,85,81,1.079602796,1.180994973,2.640866341
FBgn0031374,96.03780873,86.98440108,31.86468413,65,88,44,216.1164467,205.0366316,205.0313307,1592,1390,1384,0.446939005,0.427032807,0.159513041
FBgn0031375,10.07630404,3.370552433,2.469444803,2,1,1,33.32879665,28.6704095,33.84553045,72,57,67,0.322653432,0.147303408,0.099566422
FBgn0031377,23.16799017,56.83156433,22.71153101,6,22,12,160.7130641,120.661639,123.1174139,453,313,318,0.149449831,0.475347569,0.19104113
FBgn0031378,20.39429065,40.93169024,29.98871899,1,3,3,1.873805347,26.46913381,6.134583945,1,13,3,7.444585861,1.526502093,4.343451452
FBgn0031379,15.56859934,36.4541861,22.89279675,2,7,6,43.62799463,76.93828721,81.17235395,61,99,104,0.371260225,0.480562089,0.290764419
FBgn0031381,3591.18083,3084.086541,2946.172829,141,181,236,610.7655576,439.8980505,566.9260205,261,173,222,5.871825874,6.997278708,5.189360451
FBgn0031384,3.551961932,16.63397952,1.740990327,1,7,1,15.66482002,23.75914883,17.45097262,48,67,49,0.27314798,0.712220749,0.14855533
FBgn0031390,1215.007603,987.3217533,711.3330805,396,481,473,708.4222088,721.3773363,743.5594793,2513,2355,2417,1.714081668,1.368151662,0.956717496
FBgn0031391,269.5318864,372.2701812,234.3900664,31,64,55,356.2863509,365.4418876,330.4021932,446,421,379,0.757185058,1.018634042,0.71028518
FBgn0031392,177.2729254,196.4256154,271.5316688,32,53,100,138.9539669,138.8206033,178.8560188,273,251,322,1.273796873,1.411992302,1.51527689
FBgn0031393,79.86781455,64.11842807,23.48827413,5,6,3,129.1517628,102.0632852,67.26766326,88,64,42,0.621334762,0.63182954,0.358709716
FBgn0031395,418.172971,559.5202046,491.9208785,40,80,96,107.5795837,62.62316166,82.80914734,112,60,79,3.860513707,8.810002363,5.88146872
FBgn0031398,580.6421195,794.1703511,657.7447908,45,92,104,682.8642477,596.437287,622.2950598,576,463,481,0.850522778,1.330968737,1.056874718
FBgn0031399,157.055356,183.8741254,200.6991975,28,49,73,323.6459923,366.7953261,293.575952,628,655,522,0.486854481,0.502654907,0.684710331
FBgn0031401,104.7063489,78.29022031,102.6434089,17,19,34,132.9865827,154.3425206,118.571572,235,251,192,0.788932345,0.510421873,0.866789716
FBgn0031403,239.2576955,192.0777153,269.7253759,10,12,23,114.3102379,214.9790788,244.6928852,52,90,102,2.083576445,0.893964899,1.101885289
FBgn0031413,148.7879601,161.7524899,27.34809707,16,26,6,162.3369108,124.4057283,115.6178121,190,134,124,0.917049057,1.297807462,0.243085482
FBgn0031418,352.5192014,276.4989691,250.2431082,29,34,42,293.7354732,319.1745839,257.1712937,263,263,211,1.199445718,0.866711423,0.973164385
FBgn0031419,196.3252328,358.2073646,489.8910651,11,30,56,21.31781347,17.81850276,37.58010466,13,10,21,8.841602387,19.08798851,12.72394332
FBgn0031420,130.1073726,165.9249072,109.6081061,32,61,55,227.8754992,211.4839555,225.4406949,610,521,553,0.572832711,0.78558829,0.488463905
FBgn0031428,26.44427161,11.79424567,10.80135945,6,4,5,22.67692978,28.60101779,31.37573889,56,65,71,1.159114457,0.432223168,0.364512436
FBgn0031434,1824.462884,1891.222268,3385.407268,182,282,689,1939.714807,1548.252291,1887.61964,2106,1547,1878,0.940613674,1.221377745,1.793059437
FBgn0031435,2154.473081,2110.02452,2601.928119,194,284,478,2290.717624,2024.547116,1839.520533,2245,1826,1652,0.940549158,1.042199662,1.414234762
FBgn0031436,859.5650961,923.1129215,753.9319422,38,61,68,513.3434182,697.8168106,698.5558701,247,309,308,1.673133291,1.322396524,1.079158899
FBgn0031437,542.3547108,860.4453352,805.099011,35,83,106,605.0902734,649.759197,790.8396026,425,420,509,0.896491389,1.323754377,1.018007951
FBgn0031449,5.022889518,0,4.923927808,1,0,2,36.91981211,17.55130619,10.07253711,80,35,20,0.158832262,0.05390456,0.535010879
FBgn0031450,417.4537728,287.1459674,204.6145185,71,73,71,491.0546121,400.9207352,396.1635998,909,683,672,0.850421401,0.716922373,0.517707359
FBgn0031452,1504.709626,2667.326608,2405.19927,157,416,512,263.29348,210.5055257,314.2360841,299,220,327,5.697112264,12.61587185,7.633007107
FBgn0031453,11328.21809,14928.7422,22204.07564,1857,3658,7426,3908.276059,3766.230978,5150.116386,6973,6184,8420,2.898034807,3.963054639,4.310730718
FBgn0031455,53.01537426,70.93517542,90.94900069,4,8,14,0,0,0,0,0,0,54.01537426,71.93517542,91.94900069
FBgn0031456,369.895333,241.275535,219.8308578,80,78,97,284.6292556,284.8143071,226.7007613,670,617,489,1.298520112,0.847667625,0.969829247
