"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0034059",53.4919912641202,111.746072613167,209.755372063188,5,11,18,163.338665850757,160.22168528731,199.046237157962,109,109,130,0.331583507642727,0.699323248062095,1.05353329838826
"FBgn0034060",499.500777035195,461.86928019307,554.262680118483,267,260,272,319.165500009983,360.113231691212,318.077688301837,1218,1401,1188,1.56325643150055,1.28178432572327,1.74021155497787
"FBgn0034061",271.977420216992,288.641220542796,313.673810966443,17,19,18,284.597705895451,241.797970174447,322.845621129532,127,110,141,0.955810969703381,1.19293098016714,0.971678449345406
"FBgn0034062",123.803126591125,69.466130345392,55.1662251994603,22,13,9,100.893374294945,99.7412207070067,80.5379907824133,128,129,100,1.2248404516457,0.699476637774065,0.688835040703194
"FBgn0034063",92.5587047272743,63.4759103842019,168.030393592999,18,13,30,224.720712253271,173.802455279816,210.476035783593,312,246,286,0.414488789235683,0.368850141612665,0.79928864264304
"FBgn0034065",85.5871860225923,142.22227423494,93.2246098058611,8,14,8,115.386030004663,129.353287204434,143.925740714219,77,88,94,0.74396545718694,1.09872391641588,0.65015786251294
"FBgn0034066",649.535651577809,530.206491406803,583.375011443925,57,49,47,753.379644445187,662.284425503573,720.845623688021,472,423,442,0.862345181723784,0.800872854814139,0.809556769850959
"FBgn0034067",71.7002813733246,148.932590760542,97.6231236331658,16,35,20,216.552757244493,231.50733689678,259.745336839139,345,376,405,0.3341731095213,0.644851008839793,0.378235426292625
"FBgn0034068",128.479004572553,255.433474113014,188.049622964835,32,67,43,854.247475457423,860.011655036822,780.321932344662,1519,1559,1358,0.151393612127649,0.297828110238586,0.241961239200746
"FBgn0034071",303.150828593065,258.84981637194,348.12064884289,129,116,136,399.934686761763,374.22131644244,348.097783603947,1215,1159,1035,0.758604427692716,0.692524131719479,1.00006549809256
"FBgn0034072",414.471636460012,411.869560873461,379.714052916774,258,270,217,302.87534029023,297.537040548852,297.049949226217,1346,1348,1292,1.36724367322204,1.38297599558973,1.27734983315772
"FBgn0034073",274.688972950422,375.344626804253,437.855133512048,82,118,120,544.288436476829,515.491410053013,431.960487970284,1160,1120,901,0.505583750742414,0.728656119887114,1.01361474246622
"FBgn0034075",901.313673540841,750.365579069056,822.244085988855,357,313,299,137.916458295925,171.013619826749,176.688572344718,390,493,489,6.49536912047313,4.36805864457608,4.63307276954059
"FBgn0034081",170.652498959681,232.938528859099,220.733422531942,16,23,19,170.310438173656,127.49347518289,119.063633324366,114,87,78,1.00199673055345,1.82062574403972,1.84679920465927
"FBgn0034083",38.122516113405,66.9690453000052,35.2957414123762,20,37,17,87.8397728993993,146.923227209522,99.571783100905,329,561,365,0.44037163577294,0.459488658963153,0.360893883883516
"FBgn0034084",1746.14074828388,1250.05521077181,1553.43220669096,191,144,156,526.297669844905,467.266726778672,467.095792272514,411,372,357,3.31338605914524,2.67167223129036,3.32075663219379
"FBgn0034086",814.181077661518,571.890295682533,1056.91296135771,73,54,87,282.761622392012,251.314779472976,213.892128336163,181,164,134,2.87276718673167,2.27053800367605,4.92299540959817
"FBgn0034087",154.991351903255,228.037362573041,124.297588621994,91,141,67,421.308788547864,454.923499803113,409.512549041638,1766,1944,1680,0.369377470072648,0.502359195505274,0.305222310291142
"FBgn0034091",182.051836610822,236.556907658228,278.312057880553,57,78,80,722.497720067181,588.470943314836,597.887965533885,1615,1341,1308,0.25300955557099,0.403000199335269,0.466384489178301
"FBgn0034093",112.499650507134,106.82477726138,31.6228707536479,31,31,8,62.5227880694289,72.2992044605602,57.6506644599629,123,145,111,1.78675486320093,1.47102247636803,0.556223378780601
"FBgn0034098",144.107298552653,238.489130541193,215.268753753354,35,61,48,941.776528838204,914.753309527748,918.662326518415,1633,1617,1559,0.153914839958384,0.261521446932796,0.23516104500234
"FBgn0034109",278.467447447475,329.05672411433,323.537767286143,45,56,48,195.890829210165,197.25405594334,172.698430411522,226,232,195,1.41940307005953,1.66481700736886,1.86839781175487
"FBgn0034110",155.5931538344,186.439481223771,149.301697058037,42,53,37,160.340568207185,198.509747743897,162.768899796769,309,390,307,0.970575197388119,0.939500366991493,0.917767031741407
"FBgn0034113",31.3521394653335,24.8088571827725,36.9956886001415,12,10,13,86.7317336967054,76.820255380473,63.1923490783045,237,214,169,0.368762112660136,0.331647037864239,0.591903694843645
"FBgn0034114",171.04472158579,237.378153793658,157.645230528894,39,57,33,329.885404118976,335.039412109361,332.041678378885,537,556,529,0.519952586134406,0.709375582754797,0.476352483272111
"FBgn0034117",156.476892017343,137.970535776524,109.568700742272,28,26,18,136.202529671079,148.192261631554,153.562533223464,174,193,192,1.1477695957565,0.931486219571672,0.715365479824361
"FBgn0034118",1539.57466261869,981.472220410274,1401.40279916321,213,143,178,964.845548899412,999.068277266742,1073.7677700823,953,1006,1038,1.59505281602653,0.982405144472176,1.30484262572911
"FBgn0034126",38.3033893650379,48.4949777631129,13.9071384153817,3,4,1,173.472816651717,124.551894037216,215.620384811261,97,71,118,0.225269415140443,0.394219283927662,0.0688168771760333
"FBgn0034138",894.029480660996,1427.18923446554,1679.46724137753,69,116,119,16528.0581100316,16801.914063796,18654.8855464267,9107,9438,10060,0.05414884954139,0.0849965207846153,0.0900770556935267
"FBgn0034141",149.377161055641,63.0409146883692,78.3403695871209,27,12,13,306.098554085104,266.810913981346,309.591517914589,395,351,391,0.489670690582176,0.239127351967552,0.255449247680161
"FBgn0034142",99.6823620110484,63.1026915533586,118.918298906018,21,14,23,28.5898071841896,84.7848809525795,57.7443916272368,43,130,85,3.40260284172602,0.747249291967818,2.04135740594542
"FBgn0034143",4.59104491951898,0,0,1,0,0,0,0,0,0,0,0,5.59104491951898,1,1
"FBgn0034145",9.55318467688002,3.6285155398943,6.24340129844004,5,2,3,2.14097650487066,1.31257524812106,1.6406701562993,8,5,6,3.35984196650799,2.00145510666298,2.7430163063573
"FBgn0034158",141.17812699469,242.819523175302,246.622274386476,53,96,85,421.985857790573,475.785207579069,407.531431860496,1131,1300,1069,0.336129741399262,0.511382314928191,0.606127840050832
"FBgn0034172",699.675245734692,492.927983650222,614.605794486221,93,69,75,143.316506810987,158.154308702958,157.202075341529,136,153,146,4.8551289191913,3.10345341998926,3.89126244492838
"FBgn0034176",1153.31084461762,863.223143285611,938.475635252329,170,134,127,573.955389505312,604.94819894194,682.565979475553,604,649,703,2.00765288174929,1.42623271229232,1.37437447658398
"FBgn0034177",92.0625323335121,73.9695662844242,30.8547038527496,13,11,4,36.7016030555345,49.6233154837217,46.6218234090637,37,51,46,2.4683972242886,1.48092959870499,0.668909789092343
"FBgn0034179",77.0828660555169,180.171171621599,167.922803510473,13,32,26,306.467632367438,277.808108557489,262.219412531317,369,341,309,0.253954751120613,0.649805963531517,0.64175663142009
"FBgn0034180",240.959587179039,161.010748874213,182.265111247508,108,76,75,137.191978906535,172.892277746256,121.657052339085,439,564,381,1.75089458225854,0.931673050545806,1.49412616521122
"FBgn0034181",2024.3056056218,2045.27084294611,2022.23836092085,531,565,487,1387.81501377227,1184.29025568888,1303.98115951322,2599,2261,2390,1.45829760301965,1.72638797385273,1.55039660624338
"FBgn0034184",553.018425668032,661.479967427334,435.967533870488,181,228,131,214.836708097153,170.016897488281,218.199339306525,502,405,499,2.56684060163971,3.87376906701707,1.99347103532753
"FBgn0034186",177.719235754656,193.300563303615,161.901698818476,55,63,46,181.945595150259,179.361467889366,182.204806055496,402,404,394,0.976898271903557,1.07728422027924,0.889178086131269
"FBgn0034187",36.2526034059426,206.543376794191,98.7190654356107,12,72,30,727.830324516328,612.24607719892,691.782856922053,1720,1475,1600,0.0511128614614992,0.338434087898567,0.143939857112877
"FBgn0034191",50.9472266311669,67.7281801089688,122.085772380467,5,7,11,209.802965942283,237.999202417073,220.201031788246,147,170,151,0.246425501647779,0.287566566808171,0.556443030059173
"FBgn0034210",11.001183109036,78.3468390748404,89.8716020239286,2,15,15,245.778464181092,296.258965248235,287.338699032276,319,392,365,0.0486314036715508,0.266928329675708,0.315155760669353
"FBgn0034214",76.5637895164225,145.403291912633,179.622164853212,13,26,28,75.8947336276246,85.7752456588632,68.2742512769094,92,106,81,1.00870093252469,1.68715502677093,2.60734921740565
"FBgn0034215",535.311879818568,300.689765138956,468.10708571429,71,42,57,486.847790671546,477.557307655928,534.128302015477,461,461,495,1.09934264349196,0.630415125445885,0.876625444678355
"FBgn0034217",88.3428340574106,109.052468934475,125.09400766563,10,13,13,89.0938177367767,100.745453627627,106.204390875192,72,83,84,0.991664426059064,1.08164507612547,1.17620189468199
"FBgn0034219",5.43789051089139,5.16358441985477,53.3082953352298,1,1,9,18.2803895459915,15.6901028597418,21.7911599930447,24,21,28,0.33390873641502,0.369295771970462,2.38286666197786
"FBgn0034223",392.467739386965,212.03655170893,305.876346076025,116,66,83,464.42522011724,482.989354971515,480.340831678682,980,1039,992,0.845394109257445,0.440167845678068,0.637544803763665
"FBgn0034224",39.6416569821355,0,10.794775993809,4,0,1,1.3881473018478,19.0632033486318,11.3468066333674,1,14,8,17.0180695933997,0.0498424893883255,0.955289601922936
"FBgn0034225",13.9748717523574,66.3496533310233,25.369879665876,3,15,5,0,0,0,0,0,0,14.9748717523574,67.3496533310233,26.369879665876
"FBgn0034230",52.6159526371343,79.9389138795698,72.59414698243,15,24,19,203.900373313028,188.924500566053,178.215876494874,415,392,355,0.261668398989322,0.426163626274327,0.410645242049942
"FBgn0034231",84.7357564038555,11.4944843486963,13.1853146221958,7,1,1,193.293507684979,151.351280565522,159.385334007456,114,91,92,0.441269280818505,0.0820110228303779,0.0884452104675374
"FBgn0034232",1046.47959441533,604.855712533855,974.665316284941,69,42,59,520.464968498439,489.69489072639,494.889659544765,245,235,228,2.00872476138052,1.23468926207279,1.96750486223209
"FBgn0034237",1835.27790967321,2523.01359980875,2340.03937726197,469,679,549,2459.94608167181,2584.51557441645,2424.98328733721,4488,4807,4330,0.746167469230275,0.976212877920267,0.964985781015633
"FBgn0034240",622.214943317484,762.47941728482,709.128667672183,475,613,497,778.141979138487,797.848799039918,626.347231322441,4241,4433,3341,0.799873399205862,0.955724560395401,1.13195473290803
"FBgn0034242",486.685099875291,477.042593523157,624.167350600891,62,64,73,0,0,0,0,0,0,487.685099875291,478.042593523157,625.167350600891
"FBgn0034243",1123.30307029058,789.938232721266,686.002455072753,239,177,134,344.964240103973,375.835731094909,429.152436597716,524,582,638,3.24976670985618,2.09889394093062,1.59711394524831
"FBgn0034245",1103.76576198788,1296.78682515747,2098.86235486043,59,73,103,322.30998769481,382.989803868598,551.54885345268,123,149,206,3.41704804687547,3.3797429308867,3.80031981197526
"FBgn0034246",441.297634757015,420.79034188542,414.307452877095,239,240,206,331.045290394216,292.001484498812,321.335814595334,1280,1151,1216,1.33204007872511,1.43955018728627,1.28843099051366
"FBgn0034248",511.957496879043,506.388106215432,534.407233498385,48,50,46,2.98790242409922,0,0,2,0,0,128.628397169198,507.388106215432,535.407233498385
"FBgn0034249",387.580589829294,365.400894833669,340.74873617809,140,139,113,430.42819093882,397.109721698647,401.361108930943,1110,1044,1013,0.900684280699677,0.920351538441003,0.849358271941598
"FBgn0034253",17.5667022827196,9.26698710277078,4.25206166168634,9,5,2,15.8569431977116,24.6724112735527,20.6714675616159,58,92,74,1.10142758772778,0.399922975421777,0.242349146256652
"FBgn0034255",990.106479813244,537.235467941763,647.075534572286,35,20,21,166.420527470583,167.131515380564,287.451160362621,42,43,71,5.91986236566713,3.20127649312785,2.24674268516573
"FBgn0034258",1697.04429521016,1914.52214379523,1965.51710355928,537,638,571,1725.01566617995,1772.85946078073,1620.53180703212,3897,4083,3583,0.983794254294519,1.0798612777092,1.21275271630878
"FBgn0034259",190.985877301931,431.790204953193,366.526609848715,21,50,37,535.026132509413,608.536955471648,587.016569470966,420,487,451,0.358165144678948,0.710031116355051,0.625027641958076
"FBgn0034261",11.4170559543328,54.2056999201507,68.3972507761114,4,20,22,188.30367270638,169.415804296183,176.061041775267,471,432,431,0.065593317746097,0.323947066694608,0.391939695374623
"FBgn0034264",52.4007851655797,42.6492921411685,32.6153146289407,7,6,4,9.43682734230481,35.9984528284613,16.0702588597576,9,35,15,5.11657263401532,1.1797599305988,1.96923285728182
"FBgn0034265",49.4179102343514,146.640934819301,100.927025698444,8,25,15,354.749662736489,218.972780010085,269.641098333174,410,258,305,0.141723002199153,0.671178201287141,0.376613257654482
"FBgn0034266",19.5440012775054,15.4651116237115,7.09600731064166,6,5,2,3.65002605253089,1.79018642779118,1.39854146004842,8,4,3,4.41804003793136,5.90107939014883,3.37538768684791
"FBgn0034267",3.01324395234579,5.72249091606069,6.56426516074862,1,2,2,0.844127472096937,2.48405713623737,1.29374119560035,2,6,3,2.17622914525663,1.9295007668332,3.29778493548344
"FBgn0034269",436.658638761432,360.075209891113,617.476945642945,114,99,148,437.795314601446,447.334267316761,473.633930026093,816,850,864,0.997409553379014,0.805370537594895,1.30306096239041
"FBgn0034270",22.4254886453427,21.2942690818797,6.10666013752335,4,4,1,35.3376921311735,37.7445316301837,42.5255218957673,45,49,53,0.644660881620668,0.575417178730623,0.163275701886861
"FBgn0034271",446.40998407566,392.597509101946,378.553657488859,149,138,116,401.189232366519,409.175905389746,441.21966897136,956,994,1029,1.11243650518205,0.959582227844303,0.858292120682311
"FBgn0034275",5.25281716017036,0,0,1,0,0,7.35759756084493,24.5384563052638,0.751768532578582,10,34,1,0.748159637341789,0.0391566345297812,0.570851674409297
"FBgn0034277",2336.48934854611,1716.04138827404,2103.50997267819,490,379,405,850.236753590244,1016.79986374064,862.594447754792,1273,1552,1264,2.74599203886267,1.68701279047487,2.43691929487225
"FBgn0034282",7571.48569491471,6007.11330799826,6192.15337944868,1818,1519,1365,1548.21721131396,1803.63840009144,1490.1126270754,2654,3152,2500,4.88794317518079,3.32926158929891,4.15337732844207
"FBgn0034299",343.931724566706,880.783411915048,658.427736933203,33,89,58,743.05305686427,572.788547203891,704.031604031209,509,400,472,0.463584849742279,1.53677415872456,0.935316563346589
"FBgn0034300",271.525347656674,221.25722377407,304.145289491622,141,121,145,406.488499987857,424.131789658721,365.724493904237,1507,1603,1327,0.668792733205465,0.522796058023536,0.832083197506039
"FBgn0034301",15.3587249063713,7.29198872950222,11.1528466121402,6,3,4,0.717096581783813,1.7585306921778,2.1980978459883,2,5,6,9.52696841861799,3.00594398061813,3.80002338808512
"FBgn0034304",34.8254647198263,102.212491593023,93.1086063321208,11,34,27,242.125551731711,243.159969436036,235.613102445805,546,559,520,0.147353762139159,0.42272487104018,0.397732016356431
"FBgn0034307",40.8768400623968,53.3704465596479,83.4834550446231,8,11,15,118.090515476327,124.963553958263,115.541040622462,165,178,158,0.351638750532752,0.431636333297354,0.724924495211172
"FBgn0034308",221.772064496264,305.496710363967,309.607668972434,71,103,91,491.766054686387,514.569108909336,515.876991493505,1124,1199,1154,0.45208484305609,0.59448230133948,0.600931506111231
"FBgn0034310",112.482739878131,195.042009819864,245.040409022559,23,42,46,262.361780609301,361.506710233531,301.666565986792,383,538,431,0.430900564294419,0.540795533670456,0.812909110791232
"FBgn0034312",45.9193768469536,14.5343479781036,5.55744665894201,9,3,1,36.4474708923178,38.5560205236843,46.7331773446225,51,55,64,1.25293846897893,0.39271766402291,0.137377124753267
"FBgn0034313",318.671910833045,436.767357014871,471.544016027469,106,153,144,687.229539964458,609.677704771307,704.763941281784,1632,1476,1638,0.464484437633342,0.71685498519847,0.669549672896651
"FBgn0034314",137.928811883183,220.269751148046,211.697551434143,22,37,31,276.621934102089,270.481769786105,359.806119931239,315,314,401,0.500424479544528,0.815044602524803,0.589506495828501
"FBgn0034315",111.441091606712,130.718348867404,149.946922752229,17,21,21,342.490881487191,375.585249770941,324.611868032376,373,417,346,0.327348112182435,0.349770334731703,0.463579302758153
"FBgn0034321",52.5131528249769,32.055561605746,28.5995977277005,14,9,7,39.404431540122,28.3451516144456,27.914847555677,75,55,52,1.32443771104261,1.12644030741603,1.02368161100296
"FBgn0034335",4016.18642858542,2146.64682253577,2352.36484951008,318,179,171,1333.83415940221,1339.61524594011,1516.4935379894,754,772,839,3.00950226684673,1.60198597549868,1.55082363818706
"FBgn0034345",706.903295793935,601.237528027552,798.32721255702,163,146,169,540.637484902713,499.931382481191,594.60666112072,890,839,958,1.30696880390597,1.20223557375179,1.3420387392125
"FBgn0034346",32.121985405182,49.9117759448399,31.8076454575507,11,18,10,173.019004144083,175.735638119805,195.172414473836,423,438,467,0.190335449671681,0.288067401042953,0.167238831950688
"FBgn0034350",16.5734365353658,0,9.02618853331522,4,0,2,0,0,0,0,0,0,17.5734365353658,1,10.0261885333152
"FBgn0034351",534.507586211637,377.229515600539,495.660750157573,74,55,63,126.466620152858,114.12900500507,139.555764826167,125,115,135,4.20115937466184,3.28526695409105,3.53354948316649
"FBgn0034354",1279.89374219761,1204.76335530906,1357.73784843446,115,114,112,210.452257697423,192.673797577741,221.402609124909,135,126,139,6.05760258199984,6.22574333951945,6.10936109868814
"FBgn0034360",45.0048399915111,76.9223510916615,107.845922428714,5,9,11,61.7773170155952,71.7287476157599,74.7152183785047,49,58,58,0.732825838671674,1.07141059960692,1.43756994643517
"FBgn0034361",151.883193719542,245.176852120745,413.591453597819,10,17,25,263.800218653322,252.505666104025,332.577611864077,124,121,153,0.577352973864792,0.971090137368873,1.24286354615055
"FBgn0034362",107.22992271796,50.9104364256434,29.1996622667783,8,4,2,405.530480732915,349.909427638954,448.883583107956,216,190,234,0.266228309677636,0.147931153559811,0.0671277268180099
"FBgn0034365",41.2220294030651,148.742058661488,89.8010037505398,5,19,10,137.420040161949,105.346072730148,184.066952382053,119,93,156,0.305028299035791,1.40806383176421,0.490638672014709
"FBgn0034366",363.714271791103,282.951490297177,272.068919964214,83,68,57,147.311698637844,142.09221693121,178.111700199637,240,236,284,2.45910656503021,1.98439507323927,1.52457332301493
"FBgn0034368",1714.30402088842,1452.74235736379,1335.32301673844,344,307,246,483.733741173397,469.709726953397,455.031999488462,693,686,638,3.53865199632313,3.08840517652553,2.93032729772782
"FBgn0034371",134.885489785729,142.860019762368,226.033964951927,26,29,40,148.240133713292,146.836878162468,167.057609402225,204,206,225,0.91051573329987,0.973099686292553,1.35092939712447
"FBgn0034372",71.167605768786,174.906896264087,132.237082387662,17,44,29,0,0,0,0,0,0,72.167605768786,175.906896264087,133.237082387662
"FBgn0034379",10.2192100155992,38.8148702251984,16.6966910089246,2,8,3,63.6973083478367,70.9062862347445,81.9025098083276,89,101,112,0.173410769351958,0.553705000077729,0.213463875217285
"FBgn0034380",208.340023543829,164.858857408101,160.74305394255,48,40,34,154.421914861386,147.89694026521,149.706402096846,254,248,241,1.34691445366974,1.113917163863,1.07323280028019
"FBgn0034389",19.2846382552437,61.0395136605943,44.3449750452084,9,30,19,168.674351137838,142.4919683772,166.2111417366,562,484,542,0.119550410060299,0.432355304357593,0.271183932926181
"FBgn0034390",32.0461944611309,129.326110546134,87.2646395224711,4,17,10,127.927840582349,145.300276428492,180.014705275149,114,132,157,0.256315426612793,0.890812469584317,0.487610326400309
"FBgn0034391",24.6009146985692,0,0,13,0,0,0.530129099407435,0.260006341072087,0.541663731731701,2,1,2,16.7312122280947,0.793646799546375,0.648649883510415
"FBgn0034392",22.1416217004649,52.5618034299562,66.3229670632283,4,10,11,73.6574679864966,101.152614603856,69.7146363249455,95,133,88,0.309970620817875,0.524331204224845,0.952037238144988
"FBgn0034396",3.25834482645774,0,0,1,0,0,2.28197453066876,0.895371106852403,0.466325218283765,5,2,1,1.29749478146926,0.52760116284598,0.681976949950048
"FBgn0034398",792.916333046661,616.975191908565,803.69542611619,72,59,67,1942.06759995271,1796.06323601714,2206.55502552866,1259,1187,1400,0.408589146906666,0.34388060449013,0.36451885312507
"FBgn0034399",125.502286230438,74.4821967886375,187.964642080539,8,5,11,626.253629158733,702.676270004438,797.043202500243,285,326,355,0.201676451677293,0.107268356211815,0.236784977916633
"FBgn0034400",103.18244494683,152.798343735005,136.47356194982,84,131,102,309.012897332823,319.824536818244,272.138097084086,1796,1895,1548,0.336058421579092,0.479384604619988,0.503311560772493
"FBgn0034401",58.5975448235049,131.782928846426,100.77873444705,19,45,30,384.467444450357,397.470310665729,425.053860579666,890,938,963,0.154611097983867,0.333231674461728,0.23888701374182
"FBgn0034402",196.783662862882,115.673511691211,214.34377082707,21,13,21,112.878685150434,73.3872540646342,112.652514606901,86,57,84,1.73679264562643,1.56846106444304,1.89475588438934
"FBgn0034403",526.218151388209,638.472179379814,509.489371696656,54,69,48,1867.24758955852,1384.42247287253,1514.58534030448,1368,1034,1086,0.282199294319868,0.461571969490242,0.336826543594108
"FBgn0034405",92.6361306658082,279.412652251954,183.998806386685,17,54,31,0,0,0,0,0,0,93.6361306658082,280.412652251954,184.998806386685
"FBgn0034406",26.6373824518284,37.940550496141,43.5215778329076,4,6,6,9.3277156894468,11.8946301894767,12.3898704728402,10,13,13,2.67604020897566,3.01990440392158,3.32501930643874
"FBgn0034418",150.507266920894,254.458694967939,127.951510625463,41,73,32,268.403306109429,272.360052639499,301.562520155583,522,540,574,0.562380874640614,0.934513629556663,0.426197899723845
"FBgn0034419",183.605524416835,219.335778376111,206.440953091534,31,39,32,264.641822605826,269.35688514159,268.704643569507,319,331,317,0.694941491539014,0.814981198872436,0.769141199595526
"FBgn0034420",12.5790595517623,47.7781123307377,25.1195256795607,6,24,11,107.772196025779,114.357187681095,109.517027118175,367,397,365,0.124839435516628,0.422844153114974,0.236339380099606
"FBgn0034422",206.597021378354,219.716615786576,333.048588791667,25,28,37,321.790033038264,311.107618833471,393.840287287117,278,274,333,0.643133306887903,0.707181121087411,0.846034712128442
"FBgn0034425",243.00647459986,535.510399925436,234.726249689757,53,123,47,254.320229398034,257.026661588031,291.351195488358,396,408,444,0.955687981227152,2.07928280210839,0.806311906116849
"FBgn0034430",518.989880077931,492.810227323502,450.148090137436,54,54,43,472.51542621112,488.588106233282,612.092417583281,351,370,445,1.09814770817222,1.00862382283488,0.735856580832942
"FBgn0034432",641.522817659117,740.636029122264,819.420337609202,139,169,163,799.669906295726,745.094248862493,791.308780410829,1237,1175,1198,0.802481537780942,0.994024589055571,1.03548055744605
"FBgn0034433",168.37104843883,168.076690721147,253.932562723966,39,41,54,310.820513461787,250.317548630689,230.464214717531,514,422,373,0.543168396968168,0.672761180595489,1.10139082637493
"FBgn0034436",13.469107656597,30.6952297648451,14.6710315418939,5,12,5,28.2991785034038,31.8304888122121,30.4570453591552,75,86,79,0.493840045887842,0.965420586520639,0.498172392320153
"FBgn0034442",18.326767204925,69.6092055668431,66.5405574938517,3,12,10,154.877000390503,145.206731078197,151.252503119859,181,173,173,0.123987292265746,0.48294086767509,0.443608847866897
"FBgn0034443",1647.12281189052,1483.82922906169,2070.12092549283,78,74,90,183.386268701655,145.069936376841,247.820421133893,62,50,82,8.93842488106995,10.1651939193773,8.32375781720238
"FBgn0034447",56.8401553594914,150.353191211787,168.047727482732,14,39,38,893.971158397105,912.612802386986,876.81570363282,1572,1636,1509,0.0646279545623384,0.165664481513774,0.192577698010108
"FBgn0034451",1188.12777577589,905.974357301791,970.613301858429,132,106,99,798.06207491575,544.149119843696,681.454319348775,633,440,529,1.4881544414447,1.66371791549776,1.42370452396811
"FBgn0034452",12.1415186094637,36.8929863223311,13.2249742913509,5,16,5,52.7203699356332,57.052562160382,58.7329167625056,155,171,169,0.244628222501252,0.652735812377137,0.23814297145255
"FBgn0034455",13.7460755547091,137.053095308915,97.3226464353427,2,21,13,402.409994060608,445.724766928942,456.413593342954,418,472,464,0.0365535702432142,0.30903389632497,0.21495348600544
"FBgn0034467",15.6565818289712,4.95560314784669,0,3,1,0,2.19301043161136,2.15116136387737,5.22836136083742,3,3,7,5.21657607631599,1.88997085840078,0.160555873698624
"FBgn0034468",19.1867069214267,0,41.7976884001599,1,0,2,8.06242043504652,21.089508849518,5.49189589795981,3,8,2,2.2275182514552,0.0452703591923376,6.59247915753082
"FBgn0034479",16.5121596696356,3.13584579305214,7.19425284924086,5,1,2,3.2379911732529,23.1408916132396,6.14425294688361,7,51,13,4.13218408291162,0.17132116987692,1.14697126629808
"FBgn0034488",148.116735488191,507.327374476961,224.715243609025,28,101,39,638.700287132145,659.218556955804,678.337722364132,862,907,896,0.233104062148697,0.769938029038146,0.332257780156125
"FBgn0034490",11.9739060878727,0,0,2,0,0,1.6771796835788,3.29034835729788,0,2,4,0,4.84610957099802,0.233081306392988,1
"FBgn0034491",253.452861023084,175.972168076276,332.471251901765,93,68,112,574.124170593573,488.653257257715,475.845469818813,1504,1305,1220,0.442431172316177,0.361423447006974,0.699327713081712
"FBgn0034494",30.0935589563308,103.586315404757,143.408018713452,8,29,35,322.462140324721,351.454019339907,332.708501921455,612,680,618,0.0961273517980073,0.296737474013294,0.432737008143235
"FBgn0034495",88.1326411702202,132.504297184097,79.9976751395642,12,19,10,112.131022532955,89.8093561337549,66.219812645064,109,89,63,0.787870905562227,1.47016015604665,1.20496728497668
"FBgn0034497",14.0028401414548,0,0,2,0,0,0,1.92394285201574,0,0,2,0,15.0028401414548,0.342003948302413,1
"FBgn0034498",365.118508597539,443.006402004935,415.375636289026,180,230,188,359.982761247813,392.688672425277,386.394786604264,1267,1409,1331,1.01422712633693,1.12781096613647,1.07480960169546
"FBgn0034499",25.008249450406,7.91558215275592,0,3,1,0,0,0,0,0,0,0,26.008249450406,8.91558215275592,1
"FBgn0034500",80.8274128662707,47.2308906650223,13.5446300680613,13,8,2,174.17630244749,125.57659338573,176.186397252498,200,147,198,0.4671146252262,0.381041149670092,0.0820866064979838
"FBgn0034501",8.14628358552682,33.5198791964181,35.4928883128912,3,13,12,33.0903429136204,44.3977813564578,21.3743451604296,87,119,55,0.26829544099049,0.760386921232389,1.63101480965044
"FBgn0034503",185.272261331616,238.018185251665,189.934251753997,17,23,16,421.322166119711,387.826322330967,452.325776891674,276,259,290,0.44106674069013,0.614717089673301,0.421185517098055
"FBgn0034504",162.441426499643,318.55424070672,338.48814415042,46,95,88,485.234549393115,668.596682682781,475.071169719545,981,1378,940,0.336137007754054,0.477233906575531,0.713103766292786
"FBgn0034514",1144.92312938404,1200.41602342487,1818.67441913877,48,53,70,1560.2554831153,6898.63597220022,2440.80448314951,467,2105,715,0.733975407469818,0.174127450819953,0.745217085027096
"FBgn0034518",102.956504583891,91.6528319771892,98.1259036690448,16,15,14,0,0,0,0,0,0,103.956504583891,92.6528319771892,99.1259036690448
"FBgn0034519",12.8695630729864,12.2203775969586,14.017986238435,2,2,2,0,0,0,0,0,0,13.8695630729864,13.2203775969586,15.017986238435
"FBgn0034521",26.033274557811,56.5030074008204,56.7127387966733,7,16,14,159.923718549129,208.481229048549,199.59694296049,307,408,375,0.167988130037884,0.274501957344797,0.287704976680729
