"","RPFs.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFs.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","RPFsRawCounts.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam","mRNA.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNA.DC6_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC4_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC5_184t_star_Aligned.sortedByCoord.out.bam","mRNARawCounts.DC6_184t_star_Aligned.sortedByCoord.out.bam","TE.DC1_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC2_184t_bw_star_Aligned.sortedByCoord.out.bam","TE.DC3_184t_bw_star_Aligned.sortedByCoord.out.bam"
"FBgn0034523",292.386283041624,102.287427437299,217.905690772388,19,7,13,28.0214426752766,63.4308724744484,79.2862272893142,13,30,36,10.1092935428589,1.60307354953574,2.72656591501745
"FBgn0034527",85.9841868252272,120.068890726743,143.240174560741,17,25,26,353.519975101567,338.434528488811,337.324156188374,499,487,466,0.245357646773802,0.356678182581341,0.426337203307558
"FBgn0034528",887.392994590341,838.578703892755,785.34628227154,208,207,169,263.532993805551,222.161044111795,224.694446478804,441,379,368,3.35834476376647,3.76220996471122,3.48411888081344
"FBgn0034529",116.308466533472,121.26905782223,89.4263450647488,51,56,36,188.787128131286,156.983828544216,157.971366274779,591,501,484,0.618105493710425,0.773934009252154,0.568821588338423
"FBgn0034534",2745.62964077004,2020.91184035895,2778.28458368214,169,131,157,500.635539294891,582.601762755251,425.49866198272,220,261,183,5.47534898470462,3.46454032423286,6.51651419200641
"FBgn0034535",251.213186633467,92.7659913726568,258.428659862425,18,7,17,191.575403298362,180.249395948224,223.707121205193,98,94,112,1.30968536123332,0.517331331683125,1.15451908453549
"FBgn0034537",947.476895265729,723.521188122958,728.913160051651,143,115,101,507.649148979342,472.471901500649,542.400996255447,547,519,572,1.86469769421407,1.53023059198787,1.34323117749406
"FBgn0034540",5.73504299782535,10.8914950058139,0,2,4,0,5.62313439814083,36.6408608157046,14.3637086019727,14,93,35,1.01689662219688,0.315919847424225,0.0650884513568291
"FBgn0034542",29.2139977342251,55.4806843719955,163.08224734697,8,16,41,363.675756012177,366.268779519008,373.156554995718,711,730,714,0.0828516764169436,0.153785694623881,0.438539015703863
"FBgn0034543",52.1713107838627,53.6679093182088,18.9422829783657,12,13,4,68.813348454938,67.5001880435769,78.3994302152415,113,113,126,0.761620978804403,0.79806947804919,0.251164056521625
"FBgn0034564",797.098381216738,546.642755671545,434.11396623204,36,26,18,434.191390236191,346.808964356077,373.923958470162,140,114,118,1.83390204659974,1.57455043369981,1.16053924109699
"FBgn0034569",92.8259032483837,77.1255118985494,82.1512886162346,16,14,13,127.58293800283,145.076351852192,142.813580338212,157,182,172,0.72969170486926,0.534826554113298,0.578188015489807
"FBgn0034570",156.812395227926,198.53631090151,204.65901391843,111,148,133,226.572210471403,258.157702636843,206.026674535705,1145,1330,1019,0.693460747694222,0.769941656648807,0.993393795169908
"FBgn0034572",353.571713571734,335.736327872678,282.169251344508,101,101,74,201.530928946615,231.835113667896,211.427000952244,411,482,422,1.75070403032218,1.44624374978501,1.3330191080943
"FBgn0034573",351.159189710342,290.42027427807,197.416820765353,62,54,32,284.013589514916,352.522294072512,306.405112584338,358,453,378,1.23558736378046,0.824333512098945,0.645457126907465
"FBgn0034576",221.105239171778,321.926281456957,337.169976581907,15,23,21,943.556085174389,688.593198004452,858.606244288549,457,340,407,0.235142457560656,0.468285189574726,0.393401023816193
"FBgn0034577",623.798055373474,639.094528378166,691.383452650402,114,123,116,814.734627838475,777.384256143749,794.871757566938,1063,1034,1015,0.765932981206226,0.82233745521692,0.869968617515829
"FBgn0034578",59.0443245345732,56.06592365862,0,4,4,0,62.0273414623129,48.6749423657652,59.1518126393477,30,24,28,0.952671065310228,1.14878691229139,0.0166246029192121
"FBgn0034579",230.831276085492,160.737385972898,83.8098810663029,15,11,5,416.010648948337,300.239463045723,535.182034202871,193,142,243,0.555936105397188,0.536906367902899,0.158173671731444
"FBgn0034583",479.51881065438,317.872037432611,344.921010526319,53,37,35,333.295363852364,320.719614859599,367.739243084595,263,258,284,1.4374079410404,0.991148884632879,0.938118242128514
"FBgn0034585",36.2057048245636,163.301975572294,113.380059888403,8,38,23,248.494529159755,263.02887274204,253.253604779636,392,423,391,0.149124331302432,0.622287910658994,0.449866030365772
"FBgn0034590",234.212183066249,339.348225022429,369.472910082829,116,177,168,279.416586522688,264.652441299894,245.619180238208,988,954,850,0.83879554338423,1.28117860824856,1.50220639661924
"FBgn0034598",706.87910926864,797.342940370924,767.5057945817,314,373,313,782.638163400733,766.156591615189,703.655346493553,2482,2477,2184,0.903323934858758,1.04065186833639,1.09061230913222
"FBgn0034599",203.883165963393,295.007376290685,348.977832243888,21,32,33,112.871399991226,132.06061201757,129.222125913558,83,99,93,1.79925043495715,2.22460555232977,2.68754506800329
"FBgn0034602",12.8774585104545,12.2278747611285,21.0398793449884,2,2,3,16.2336588146151,32.7324056445855,14.7438873923142,18,37,16,0.805253176921755,0.392141458883817,1.39990072310526
"FBgn0034606",33.2914470611273,37.5393815773343,33.9958399408517,16,19,15,25.6471497529341,92.9120597671259,24.4184673480461,88,325,82,1.28687110550544,0.410377343153803,1.37678796528783
"FBgn0034611",85.7810802339975,131.034670725597,121.872790804304,23,37,30,166.647231576945,236.23303918161,203.367012865336,319,461,381,0.517640997812525,0.556561055665267,0.601235928839793
"FBgn0034614",519.652702402424,511.062457965113,414.410591401585,56,58,41,655.087699645478,626.012048881189,685.277896105637,504,491,516,0.793571808591691,0.816670842097553,0.605309589247854
"FBgn0034617",195.430176840843,225.695675321785,287.661494148055,37,45,50,275.957675521385,277.223026682322,293.300960694363,373,382,388,0.709242581817074,0.814798394025914,0.980837756924062
"FBgn0034618",164.374625204471,192.381369625549,170.715126161061,86,106,82,221.939498436077,202.998044899621,208.167458546352,829,773,761,0.741791501122843,0.947956975375444,0.820945702330693
"FBgn0034626",66.7871825474024,81.5376921571612,51.9621262611078,7,9,5,327.419780182655,360.498791896449,357.757076691005,245,275,262,0.206404079893427,0.228320796659271,0.147626708160307
"FBgn0034628",119.262825977504,281.164455714349,170.22075844156,29,72,38,346.198606421139,336.766896505146,394.342658237322,601,596,670,0.346380497367636,0.835382207770766,0.433094569670186
"FBgn0034629",93.2071819362379,88.5054878358766,101.524580616729,20,20,20,382.52580981212,300.949257888687,353.498121620233,586,470,530,0.2456345297397,0.296425593034153,0.28921050455258
"FBgn0034631",419.347677247454,333.035252302729,411.091576450028,110,92,99,238.689230918125,221.563369374788,212.783536489605,447,423,390,1.75371949602125,1.50085458016331,1.92761137371336
"FBgn0034634",38.5319088977343,182.941127679113,89.1869445693177,8,40,17,157.86655818343,127.059693518344,175.087891755562,234,192,254,0.248837196133437,1.43637020068898,0.51217005138838
"FBgn0034641",479.014478000182,400.791125143796,489.684235135543,244,215,229,512.014471067526,537.039352537096,517.816646515819,1862,1991,1843,0.935674342677558,0.746769029531337,0.945775811996004
"FBgn0034643",154.80472775888,269.992358136295,178.942421561431,49,90,52,538.988096043348,601.627122900033,585.530830487402,1218,1386,1295,0.288533634168062,0.449684967434247,0.306791070832373
"FBgn0034644",165.987123366793,159.865786952711,271.198625538091,70,71,105,134.516366250793,168.764911163453,136.08573085515,405,518,401,1.23222846056659,0.947579719803385,1.98560874162538
"FBgn0034645",675.429073852797,805.808875553903,509.331732658383,39,49,27,749.578926948773,687.684164079694,820.417653132763,309,289,331,0.901209785628532,1.17152232857287,0.621281671646641
"FBgn0034646",158.883361100393,150.868732334529,173.061412947003,18,18,18,718.332955200681,739.795670502384,733.962556620232,581,610,581,0.222266142464984,0.205007586277517,0.236830313842701
"FBgn0034649",4.52376236466396,21.4778403670683,0,1,5,0,0,0,0,0,0,0,5.52376236466396,22.4778403670683,1
"FBgn0034650",220.950077600429,209.804588006731,194.384634272322,26,26,21,786.803014693243,770.620899276619,782.030411792033,661,660,643,0.281732963013416,0.273197094848463,0.249523685580957
"FBgn0034654",1058.12551816853,630.889529000309,1005.12905428872,86,54,75,1942.25567142348,1795.30934112088,2292.67016831863,1127,1062,1302,0.545026335825738,0.351770997642319,0.438654636654345
"FBgn0034657",1054.91344940102,1039.30643252734,933.357437746691,293,304,238,1117.0347525677,1393.02174679986,1155.25185934212,2215,2816,2242,0.944437055266831,0.746262699929525,0.808091619656567
"FBgn0034662",1.14288671305896,0,3.73461867933477,1,0,3,0,0.157028767024479,0.163566756843298,0,1,1,2.14288671305895,0.864282746030327,4.06905633173946
"FBgn0034674",305.24431725948,257.641540747942,295.540423689748,81,72,72,411.191162039375,392.988988221766,442.789776144897,779,759,821,0.742966723847964,0.656468958473427,0.668200214673102
"FBgn0034688",809.590444811257,645.302681298855,720.915985964919,137,115,112,248.318917678516,209.479027723612,290.934422107911,300,258,344,3.25121917084716,3.07062745532794,2.47287038216435
"FBgn0034689",302.301765533461,343.21508213374,171.797136292204,46,55,24,319.415562587298,237.473217955582,350.819352522429,347,263,373,0.946588745828554,1.44341190631249,0.491153016607259
"FBgn0034691",57.2782002175756,135.972221971197,74.3874267633827,26,65,31,272.471111989078,259.401733547654,232.998064076405,883,857,739,0.213105507904261,0.52600349508092,0.322171155821047
"FBgn0034694",13.053642644304,132.215163254656,99.529445823515,3,32,21,133.474506795955,154.2432641945,160.665277880488,219,258,258,0.104507857876945,0.85810591490626,0.621836965497512
"FBgn0034697",239.139279137546,260.038946362624,214.264996931139,62,71,51,320.374296084341,301.541804614596,279.871737869404,593,569,507,0.747226153626563,0.86281942654225,0.766417435104241
"FBgn0034703",164.084994489796,239.704580404563,240.594330854197,26,40,35,250.164511077498,214.174868547018,257.414044200975,283,247,285,0.657278346298127,1.11864634578348,0.934911767668103
"FBgn0034704",109.689890113089,104.156750943977,172.048511700658,25,25,36,70.6753842623469,76.560780218811,80.376376085191,115,127,128,1.54432224190025,1.35579800315718,2.12652025103081
"FBgn0034705",145.884863174445,114.080172546587,56.0834069212284,17,14,6,106.978145009368,115.548263633203,157.203836137185,89,98,128,1.36032030520345,0.987403578218575,0.360821888489032
"FBgn0034706",25.2286747260105,5.98901317927867,13.7399853094275,4,1,2,11.4847499426314,25.1309253966274,9.02664379862985,13,29,10,2.10085703330334,0.267461372806211,1.47008167493112
"FBgn0034707",91.4276183174189,188.100665109483,170.12645331223,24,52,41,146.738002896778,168.014681958272,145.023926850263,275,321,266,0.625618436049906,1.11884164688231,1.17190694020787
"FBgn0034708",663.538857263978,520.619280420382,590.415610945446,213,176,174,518.814800614115,502.922030843962,468.577393299109,1189,1175,1051,1.27841465167764,1.03511902336713,1.25946355038589
"FBgn0034716",30.1007514895422,34.9340016677873,54.6446834485837,9,11,15,0,15.623911949623,11.009168625276,0,34,23,31.1007514895422,2.16158517782586,4.6335167058498
"FBgn0034717",3.10690606454126,0,0,1,0,0,0,0,0,0,0,0,4.10690606454126,1,1
"FBgn0034720",3.70263844982197,0,8.06609121710617,2,0,4,9.59459794113639,4.06983995085072,7.94866922609988,37,16,30,0.443871346128456,0.197244885379902,1.01312172659861
"FBgn0034722",3104.38004474187,2582.06990981709,2574.92801567223,935,819,712,825.012698188292,725.787507633343,752.204705779705,1774,1591,1583,3.75948221080978,3.55409233467483,3.41995741118701
"FBgn0034724",32.2183536025184,22.9448609293623,0,4,3,0,0,19.9201174340325,11.5275021342441,0,18,10,33.2183536025184,1.14458539751834,0.0798243727507725
"FBgn0034726",141.8260633246,377.08121898507,139.033797293234,10,28,9,413.202679017051,514.441519246824,507.443759490543,208,264,250,0.344821679240564,0.733509437768093,0.275416493327693
"FBgn0034727",225.936798101828,193.777848645105,142.895847218046,31,28,18,343.01119828659,400.554213218276,466.256241011894,336,400,447,0.659678519862514,0.485059905321497,0.307959176546095
"FBgn0034728",177.839852489049,308.369464445059,286.353171242451,69,126,102,298.558371789584,235.846950297677,246.035452661436,827,666,667,0.597011698990905,1.30619990697045,1.16320620439962
"FBgn0034733",199.657016304768,174.618336701472,177.412616320779,76,70,62,127.318299238863,122.722992986025,135.728186142982,346,340,361,1.56374435676744,1.4194478525209,1.30487079038849
"FBgn0034734",130.799823386604,179.796928831881,146.542447473463,105,152,108,196.646182519197,232.944263867569,200.924841087204,1127,1361,1127,0.666847301104856,0.772820525038504,0.730680022720654
"FBgn0034735",20.0002452330069,33.234885903877,27.2312238624195,4,7,5,166.684812888195,144.268215909012,154.568481213851,238,210,216,0.125236417486472,0.235666733357005,0.181471360021904
"FBgn0034736",10.7367045381283,5.09755392855228,5.84740039766942,2,1,1,0,5.90074748884212,0,0,8,0,11.7367045381283,0.883607745162602,6.84740039766942
"FBgn0034742",118.248686300825,201.263436092766,126.370477131606,53,95,52,166.255427740949,166.454799319534,144.008741745216,532,543,451,0.712973491571951,1.20786885126422,0.878364128939199
"FBgn0034743",1224.89565566286,1969.3527475035,2547.10900080974,88,149,168,7601.7468479694,7873.59960868795,9285.11707484993,3899,4117,4661,0.161243782040471,0.250216245322445,0.274399835827067
"FBgn0034744",583.711272859866,399.072130691334,546.787224060156,50,36,43,248.550939804045,186.063892591715,212.189386059716,152,116,127,2.34305378019814,2.13869242828454,2.56948638102797
"FBgn0034748",60.0033344834845,145.031238071181,130.715535916716,11,28,22,55.0121909933944,77.9456847343673,74.1648571563101,72,104,95,1.08910816380453,1.84976846502174,1.75235530139843
"FBgn0034750",640.352542649421,608.050935526638,715.611532819377,77,77,79,474.096301910717,412.488316559803,422.521317331745,407,361,355,1.34994219081492,1.47295802840066,1.69203179035745
"FBgn0034753",3673.74088244724,3590.0292289342,4632.88490215858,412,424,477,5996.34699468596,5502.12429704996,6522.42426684643,4801,4491,5111,0.612727742067167,0.652543725181572,0.710345473880807
"FBgn0034763",42.1303114068615,57.7851619510063,173.361598765873,9,13,34,520.614677149649,528.688683209421,571.469491285675,794,822,853,0.0826861537764736,0.11098058881459,0.304577975630255
"FBgn0034786",81.5155626098671,128.419666180642,133.184478960509,44,73,66,157.514409804534,147.63586887904,142.91192791555,607,580,539,0.520555593094771,0.870716248753954,0.932406930433528
"FBgn0034791",1158.24618381756,740.695251577815,798.156984461161,98,66,62,688.671131695085,461.17863467834,517.592634680354,416,284,306,1.68086806963828,1.60478048080697,1.54101105765557
"FBgn0034792",260.327690818718,213.333411352409,423.395102868286,73,63,109,432.073229238242,455.676352651984,451.681845858453,865,930,885,0.603426102505535,0.46933328189153,0.937512972413275
"FBgn0034793",275.411062051144,336.237905802727,385.698256783481,28,36,36,274.170150458019,239.20632114591,313.920784221666,199,177,223,1.00450961556353,1.40395100426136,1.22792230985711
"FBgn0034795",80.6972731090845,93.6547605583227,114.756169487368,36,44,47,104.554887132576,133.974348120423,98.4887426578911,333,435,307,0.773979067463486,0.701279627399071,1.16351022633199
"FBgn0034796",106.459462580088,75.8169580497695,115.959436457586,12,9,12,88.227732441787,138.958114205224,88.8777235557401,71,114,70,1.20432806751193,0.548856766797605,1.30131729899735
"FBgn0034797",19.6806027184153,11.8922648333171,19.4880118947216,11,7,10,2.75665324228179,13.2744185219286,6.14538095366658,11,54,24,5.50506032487947,0.903172680099844,2.86730854905761
"FBgn0034800",29.5970916131426,67.4498675486951,38.6858469625845,5,12,6,109.445197422842,91.903809327239,120.29822954826,132,113,142,0.277034152023839,0.736782141059375,0.327175813780489
"FBgn0034802",3384.04109485472,5310.54797641986,4870.64681310775,809,1337,1069,2761.39345930314,2266.1566145041,2355.12152232521,4713,3943,3934,1.22540150225691,2.34282358017938,2.06765515570691
"FBgn0034803",383.189282653888,272.894912899221,382.601457054404,36,27,33,219.16537010198,190.121066720237,249.831134489949,147,130,164,1.74500323314213,1.43309640114216,1.52932154070282
"FBgn0034804",11.8589024700795,50.6731420185747,38.7514161947245,2,9,6,372.079943904098,309.580883436498,367.446620149062,448,380,433,0.0344668821795067,0.166375797012439,0.107889213853128
"FBgn0034808",56.5082797583085,82.9256998607121,100.719539889372,11,17,18,170.534201791319,170.809021319512,196.301004405563,237,242,267,0.335258386710951,0.488482497695137,0.515555104221779
"FBgn0034814",115.015108887895,368.595046737852,180.087917041922,16,54,23,166.135560813955,186.66923744775,204.729227459116,165,189,199,0.694137790443264,1.96939600631538,0.880224551846473
"FBgn0034816",17.9403909162742,85.1770763275188,65.1377081335824,3,15,10,12.5645127577506,22.1845410397815,17.1171912033277,15,27,20,1.3963192968691,3.71700592130122,3.65054976741839
"FBgn0034817",70.5950360046214,125.130090604911,51.2630842037835,15,28,10,93.6084372005686,111.221151939353,114.504798105669,142,172,170,0.756751069176219,1.12394221967241,0.452475438777625
